,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
0,2023-04-10,17:00,Eliteserien,Matchweek 1,Mon,Away,L,0,2,HamKam,69.0,3715.0,Jesper Tåje,4-3-3,Sivert Amland,Match Report,,7.0,1.0,,0,0,2023,Sandefjord
1,2023-04-16,17:00,Eliteserien,Matchweek 2,Sun,Home,D,0,0,Tromsø,62.0,3313.0,Jesper Tåje,4-3-3,Sigurd Kringstad,Match Report,,17.0,2.0,,0,0,2023,Sandefjord
2,2023-04-23,17:00,Eliteserien,Matchweek 3,Sun,Away,D,1,1,Rosenborg,42.0,11256.0,Sander Foss,4-3-3,Kristoffer Hagenes,Match Report,,5.0,2.0,,0,0,2023,Sandefjord
3,2023-04-30,17:00,Eliteserien,Matchweek 4,Sun,Home,W,4,0,Aalesund,52.0,3086.0,Sander Foss,4-3-3,Ajdin Medic,Match Report,,13.0,7.0,,0,0,2023,Sandefjord
4,2023-05-08,19:00,Eliteserien,Matchweek 5,Mon,Away,D,0,0,Brann,31.0,14720.0,Sander Foss,4-3-3,Mohammad Aslam,Match Report,,5.0,2.0,,0,0,2023,Sandefjord
5,2023-05-13,17:00,Eliteserien,Matchweek 6,Sat,Home,L,1,2,Viking,57.0,3463.0,Sander Foss,4-3-3,Steinar Hauge,Match Report,,16.0,6.0,,0,0,2023,Sandefjord
6,2023-05-16,18:00,Eliteserien,Matchweek 7,Tue,Away,L,0,1,Strømsgodset,61.0,5827.0,Jesper Tåje,4-3-3,Marius Grøtta,Match Report,,16.0,4.0,,0,0,2023,Sandefjord
7,2023-05-29,17:00,Eliteserien,Matchweek 8,Mon,Away,L,0,5,Molde,45.0,5617.0,Sander Foss,4-3-3,Marius Lien,Match Report,,5.0,0.0,,0,0,2023,Sandefjord
8,2023-06-04,17:00,Eliteserien,Matchweek 9,Sun,Home,W,4,1,Odd,47.0,4342.0,Sander Foss,4-3-3,Mohammad Aslam,Match Report,,14.0,9.0,,0,0,2023,Sandefjord
9,2023-06-11,17:00,Eliteserien,Matchweek 10,Sun,Away,L,2,3,Haugesund,59.0,3709.0,Sander Foss,4-3-3,Espen Andreas Eskås,Match Report,,23.0,7.0,,0,0,2023,Sandefjord
10,2023-07-02,17:00,Eliteserien,Matchweek 12,Sun,Away,L,1,6,Sarpsborg 08,41.0,4494.0,Jesper Tåje,4-3-3,Rohit Saggi,Match Report,,8.0,3.0,,0,0,2023,Sandefjord
11,2023-07-09,17:00,Eliteserien,Matchweek 13,Sun,Home,D,0,0,Stabæk,50.0,2994.0,Sander Foss,4-3-3,Marius Grøtta,Match Report,,13.0,3.0,,0,0,2023,Sandefjord
12,2023-07-16,17:00,Eliteserien,Matchweek 14,Sun,Away,L,2,4,Lillestrøm,43.0,5835.0,Sander Foss,4-3-3,Sigurd Kringstad,Match Report,,11.0,3.0,,0,0,2023,Sandefjord
13,2023-07-23,17:00,Eliteserien,Matchweek 15,Sun,Home,L,2,5,Bodø/Glimt,36.0,4391.0,Sander Foss,4-3-3,Ajdin Medic,Match Report,,8.0,3.0,,0,0,2023,Sandefjord
14,2023-07-29,15:30,Eliteserien,Matchweek 16,Sat,Away,W,3,2,Vålerenga,49.0,9902.0,Jesper Tåje,4-3-3,Rohit Saggi,Match Report,,12.0,7.0,,0,0,2023,Sandefjord
15,2023-08-06,17:00,Eliteserien,Matchweek 17,Sun,Home,W,5,1,Sarpsborg 08,45.0,3082.0,Jesper Tåje,4-3-3,Marius Lien,Match Report,,23.0,5.0,,0,0,2023,Sandefjord
16,2023-08-12,16:00,Eliteserien,Matchweek 18,Sat,Home,D,2,2,Molde,44.0,4754.0,Jesper Tåje,4-3-3,Kristoffer Hagenes,Match Report,,16.0,9.0,,1,1,2023,Sandefjord
17,2023-08-20,17:00,Eliteserien,Matchweek 19,Sun,Away,L,0,1,Tromsø,51.0,5411.0,Jesper Tåje,4-3-3,Daniel Higraff,Match Report,,12.0,1.0,,0,0,2023,Sandefjord
18,2023-08-27,17:00,Eliteserien,Matchweek 20,Sun,Home,D,0,0,Haugesund,60.0,2845.0,Jesper Tåje,4-3-3,Rohit Saggi,Match Report,,16.0,6.0,,0,0,2023,Sandefjord
19,2023-09-03,17:00,Eliteserien,Matchweek 21,Sun,Away,L,2,3,Odd,49.0,4981.0,Jesper Tåje,4-3-3,Ola Nilsen,Match Report,,11.0,6.0,,0,0,2023,Sandefjord
20,2023-09-16,18:00,Eliteserien,Matchweek 22,Sat,Home,W,2,0,Strømsgodset,53.0,3733.0,Jesper Tåje,4-3-3,Sivert Amland,Match Report,,15.0,4.0,,0,0,2023,Sandefjord
21,2023-09-24,17:00,Eliteserien,Matchweek 23,Sun,Away,L,3,4,Viking,46.0,13022.0,Jesper Tåje,4-3-3,Sigurd Kringstad,Match Report,,13.0,6.0,,1,1,2023,Sandefjord
22,2023-10-01,17:00,Eliteserien,Matchweek 11,Sun,Home,L,1,2,Vålerenga,59.0,4905.0,Jesper Tåje,4-3-3,Marius Grøtta,Match Report,,14.0,5.0,,0,0,2023,Sandefjord
23,2023-10-08,17:00,Eliteserien,Matchweek 24,Sun,Home,L,0,1,HamKam,60.0,2689.0,Jesper Tåje,4-3-3,Rohit Saggi,Match Report,,10.0,0.0,,0,0,2023,Sandefjord
24,2023-10-21,15:00,Eliteserien,Matchweek 25,Sat,Away,L,3,4,Bodø/Glimt,42.0,6401.0,Sander Foss,4-3-3,Daniel Higraff,Match Report,,17.0,7.0,,0,0,2023,Sandefjord
25,2023-10-29,17:00,Eliteserien,Matchweek 26,Sun,Home,D,1,1,Brann,36.0,6598.0,Jesper Tåje,4-3-3,Christian Moen,Match Report,,12.0,6.0,,0,0,2023,Sandefjord
26,2023-11-06,19:00,Eliteserien,Matchweek 27,Mon,Away,W,3,0,Aalesund,46.0,4702.0,Sander Foss,4-3-3,Kristoffer Hagenes,Match Report,,9.0,6.0,,0,0,2023,Sandefjord
27,2023-11-12,17:00,Eliteserien,Matchweek 28,Sun,Home,W,3,2,Rosenborg,43.0,4063.0,Sander Foss,4-3-3,Kai Erik Steen,Match Report,,16.0,6.0,,1,1,2023,Sandefjord
28,2023-11-26,17:00,Eliteserien,Matchweek 29,Sun,Away,L,1,2,Stabæk,58.0,3615.0,Sander Foss,4-3-3,Rohit Saggi,Match Report,,20.0,6.0,,1,1,2023,Sandefjord
29,2023-12-03,17:00,Eliteserien,Matchweek 30,Sun,Home,W,1,0,Lillestrøm,47.0,3757.0,Jesper Tåje,4-3-3,Svein Oddvar Moen,Match Report,,15.0,2.0,,1,1,2023,Sandefjord
0,2023-04-10,17:00,Eliteserien,Matchweek 1,Mon,Away,W,1,0,Aalesund,53.0,6876.0,Stefan Strandberg,4-3-3,Kristoffer Hagenes,Match Report,,9.0,3.0,,0,0,2023,Valerenga
1,2023-04-16,19:15,Eliteserien,Matchweek 2,Sun,Home,L,0,2,Sarpsborg 08,59.0,9060.0,Stefan Strandberg,4-3-3,Rohit Saggi,Match Report,,12.0,5.0,,0,0,2023,Valerenga
2,2023-04-22,18:00,Eliteserien,Matchweek 3,Sat,Away,L,1,3,Brann,30.0,16816.0,Vegar Eggen Hedenstad,4-2-3-1,Tore Hansen,Match Report,,6.0,4.0,,0,0,2023,Valerenga
3,2023-05-01,18:00,Eliteserien,Matchweek 4,Mon,Home,L,3,4,Lillestrøm,40.0,16556.0,Stefan Strandberg,4-3-3,Kristoffer Hagenes,Match Report,,7.0,5.0,,0,0,2023,Valerenga
4,2023-05-06,18:00,Eliteserien,Matchweek 5,Sat,Away,W,3,1,Rosenborg,42.0,14654.0,Stefan Strandberg,4-3-3,Svein Oddvar Moen,Match Report,,8.0,3.0,,1,1,2023,Valerenga
5,2023-05-13,19:15,Eliteserien,Matchweek 6,Sat,Away,D,1,1,Haugesund,53.0,4253.0,Stefan Strandberg,4-1-4-1,Sigurd Kringstad,Match Report,,12.0,5.0,,0,1,2023,Valerenga
6,2023-05-16,18:00,Eliteserien,Matchweek 7,Tue,Home,W,3,0,HamKam,72.0,13752.0,Stefan Strandberg,4-1-4-1,Mohammad Aslam,Match Report,,17.0,10.0,,0,0,2023,Valerenga
7,2023-05-29,17:00,Eliteserien,Matchweek 8,Mon,Away,L,1,2,Stabæk,71.0,4508.0,Stefan Strandberg,4-1-4-1,Rohit Saggi,Match Report,,20.0,4.0,,1,1,2023,Valerenga
8,2023-06-04,17:00,Eliteserien,Matchweek 9,Sun,Home,L,1,3,Bodø/Glimt,48.0,12018.0,Stefan Strandberg,4-1-4-1,Tore Hansen,Match Report,,13.0,3.0,,0,0,2023,Valerenga
9,2023-06-11,17:00,Eliteserien,Matchweek 10,Sun,Home,L,0,1,Strømsgodset,69.0,7578.0,Stefan Strandberg,4-1-4-1,Svein Sinnes,Match Report,,22.0,7.0,,0,0,2023,Valerenga
10,2023-07-01,18:00,Eliteserien,Matchweek 12,Sat,Home,L,1,2,Viking,61.0,5401.0,Stefan Strandberg,4-1-4-1,Mohammad Aslam,Match Report,,12.0,3.0,,1,1,2023,Valerenga
11,2023-07-09,17:00,Eliteserien,Matchweek 13,Sun,Away,D,0,0,Tromsø,45.0,4406.0,Vegar Eggen Hedenstad,4-1-4-1,Tore Hansen,Match Report,,6.0,1.0,,0,0,2023,Valerenga
12,2023-07-15,18:00,Eliteserien,Matchweek 14,Sat,Home,L,0,4,Molde,50.0,8779.0,Vegar Eggen Hedenstad,4-1-4-1,Daniel Higraff,Match Report,,9.0,1.0,,0,0,2023,Valerenga
13,2023-07-23,17:00,Eliteserien,Matchweek 15,Sun,Away,L,1,2,Odd,49.0,5604.0,Vegar Eggen Hedenstad,3-4-3,Sivert Amland,Match Report,,8.0,1.0,,0,0,2023,Valerenga
14,2023-07-29,15:30,Eliteserien,Matchweek 16,Sat,Home,L,2,3,Sandefjord,51.0,9902.0,Stefan Strandberg,5-4-1,Rohit Saggi,Match Report,,18.0,5.0,,0,0,2023,Valerenga
15,2023-08-05,18:00,Eliteserien,Matchweek 17,Sat,Away,W,3,1,Strømsgodset,44.0,6860.0,Stefan Strandberg,5-4-1,Marius Grøtta,Match Report,,14.0,10.0,,0,0,2023,Valerenga
16,2023-08-13,19:15,Eliteserien,Matchweek 18,Sun,Home,D,1,1,Haugesund,48.0,7785.0,Stefan Strandberg,5-4-1,Tore Hansen,Match Report,,6.0,3.0,,0,0,2023,Valerenga
17,2023-08-19,18:00,Eliteserien,Matchweek 19,Sat,Away,D,0,0,Molde,30.0,6468.0,Stefan Strandberg,5-4-1,Svein Sinnes,Match Report,,6.0,1.0,,0,0,2023,Valerenga
18,2023-08-27,17:00,Eliteserien,Matchweek 20,Sun,Home,D,2,2,Odd,45.0,8368.0,Stefan Strandberg,4-4-2,Kristoffer Hagenes,Match Report,,15.0,3.0,,0,0,2023,Valerenga
19,2023-09-02,18:00,Eliteserien,Matchweek 21,Sat,Away,D,1,1,Viking,33.0,14675.0,Stefan Strandberg,3-5-2,Tore Hansen,Match Report,,10.0,2.0,,0,0,2023,Valerenga
20,2023-09-17,19:15,Eliteserien,Matchweek 22,Sun,Home,W,3,1,Aalesund,57.0,7769.0,Stefan Strandberg,3-5-2,Kai Erik Steen,Match Report,,15.0,7.0,,0,0,2023,Valerenga
21,2023-09-24,17:00,Eliteserien,Matchweek 23,Sun,Away,L,2,4,Bodø/Glimt,33.0,7388.0,Fredrik Oldrup Jensen,3-5-2,Svein Oddvar Moen,Match Report,,13.0,4.0,,0,0,2023,Valerenga
22,2023-10-01,17:00,Eliteserien,Matchweek 11,Sun,Away,W,2,1,Sandefjord,41.0,4905.0,Stefan Strandberg,3-5-2,Marius Grøtta,Match Report,,10.0,4.0,,1,1,2023,Valerenga
23,2023-10-08,19:15,Eliteserien,Matchweek 24,Sun,Home,L,1,2,Brann,37.0,10011.0,Stefan Strandberg,3-5-2,Sigurd Kringstad,Match Report,,13.0,1.0,,0,0,2023,Valerenga
24,2023-10-22,14:30,Eliteserien,Matchweek 25,Sun,Away,L,0,2,Lillestrøm,49.0,10540.0,Stefan Strandberg,3-5-2,Rohit Saggi,Match Report,,6.0,1.0,,0,0,2023,Valerenga
25,2023-10-29,19:13,Eliteserien,Matchweek 26,Sun,Home,L,1,3,Rosenborg,68.0,10892.0,Stefan Strandberg,3-5-2,Tore Hansen,Match Report,,22.0,3.0,,0,1,2023,Valerenga
26,2023-11-05,17:00,Eliteserien,Matchweek 27,Sun,Away,L,2,3,Sarpsborg 08,50.0,4623.0,Stefan Strandberg,3-5-2,Daniel Higraff,Match Report,,12.0,5.0,,0,0,2023,Valerenga
27,2023-11-12,17:00,Eliteserien,Matchweek 28,Sun,Home,D,0,0,Stabæk,52.0,13777.0,Stefan Strandberg,3-5-2,Svein Oddvar Moen,Match Report,,18.0,5.0,,0,0,2023,Valerenga
28,2023-11-26,17:00,Eliteserien,Matchweek 29,Sun,Away,W,2,0,HamKam,57.0,6321.0,Stefan Strandberg,3-5-2,Kai Erik Steen,Match Report,,18.0,6.0,,0,0,2023,Valerenga
29,2023-12-03,17:00,Eliteserien,Matchweek 30,Sun,Home,D,1,1,Tromsø,42.0,12899.0,Stefan Strandberg,3-4-3,Tore Hansen,Match Report,,10.0,4.0,,0,0,2023,Valerenga
0,2023-04-10,17:00,Eliteserien,Matchweek 1,Mon,Home,D,0,0,Odd,54.0,3308.0,Fredrik Krogstad,3-5-2,Svein Sinnes,Match Report,,14.0,8.0,,0,0,2023,Stabaek
1,2023-04-16,17:00,Eliteserien,Matchweek 2,Sun,Away,L,0,4,Bodø/Glimt,45.0,6583.0,Fredrik Krogstad,3-5-2,Marius Grøtta,Match Report,,8.0,1.0,,0,0,2023,Stabaek
2,2023-04-23,17:00,Eliteserien,Matchweek 3,Sun,Home,W,3,0,Haugesund,48.0,2214.0,Fredrik Krogstad,3-5-2,Marius Lien,Match Report,,21.0,7.0,,0,0,2023,Stabaek
3,2023-04-30,17:00,Eliteserien,Matchweek 4,Sun,Away,W,3,2,Molde,35.0,6054.0,Fredrik Krogstad,3-5-2,Sigurd Kringstad,Match Report,,8.0,4.0,,0,0,2023,Stabaek
4,2023-05-07,17:00,Eliteserien,Matchweek 5,Sun,Home,D,1,1,Sarpsborg 08,46.0,2866.0,Fredrik Krogstad,3-5-2,Sivert Amland,Match Report,,12.0,2.0,,0,0,2023,Stabaek
5,2023-05-13,17:00,Eliteserien,Matchweek 6,Sat,Home,W,1,0,Aalesund,59.0,2602.0,Fredrik Krogstad,3-5-2,Tore Hansen,Match Report,,11.0,3.0,,0,0,2023,Stabaek
6,2023-05-16,18:00,Eliteserien,Matchweek 7,Tue,Away,L,1,4,Brann,46.0,16832.0,Fredrik Krogstad,3-4-3,Svein Oddvar Moen,Match Report,,6.0,2.0,,0,0,2023,Stabaek
7,2023-05-29,17:00,Eliteserien,Matchweek 8,Mon,Home,W,2,1,Vålerenga,29.0,4508.0,Fredrik Krogstad,3-5-2,Rohit Saggi,Match Report,,10.0,3.0,,0,0,2023,Stabaek
8,2023-06-04,17:00,Eliteserien,Matchweek 9,Sun,Away,L,1,3,Lillestrøm,30.0,5823.0,Simen Wangberg,5-3-2,Sivert Amland,Match Report,,8.0,2.0,,1,1,2023,Stabaek
9,2023-06-11,17:00,Eliteserien,Matchweek 10,Sun,Home,D,2,2,Rosenborg,26.0,4938.0,Nicolai Næss,3-5-2,Svein Oddvar Moen,Match Report,,6.0,2.0,,0,0,2023,Stabaek
10,2023-06-25,17:00,Eliteserien,Matchweek 11,Sun,Away,L,1,2,Tromsø,52.0,3902.0,Simen Wangberg,3-5-2,Jan Tennøy,Match Report,,8.0,4.0,,0,0,2023,Stabaek
11,2023-07-03,19:00,Eliteserien,Matchweek 12,Mon,Home,L,0,1,Strømsgodset,71.0,3262.0,Fredrik Krogstad,3-4-3,Daniel Higraff,Match Report,,18.0,4.0,,0,0,2023,Stabaek
12,2023-07-09,17:00,Eliteserien,Matchweek 13,Sun,Away,D,0,0,Sandefjord,50.0,2994.0,Fredrik Krogstad,3-4-3,Marius Grøtta,Match Report,,13.0,3.0,,0,1,2023,Stabaek
13,2023-07-16,17:00,Eliteserien,Matchweek 14,Sun,Home,L,0,1,Viking,32.0,3009.0,Fredrik Krogstad,3-4-3,Marius Lien,Match Report,,7.0,2.0,,0,0,2023,Stabaek
14,2023-07-23,17:00,Eliteserien,Matchweek 15,Sun,Away,L,2,3,HamKam,71.0,3576.0,Fredrik Krogstad,3-5-2,Sigurd Kringstad,Match Report,,21.0,9.0,,0,0,2023,Stabaek
15,2023-07-29,18:00,Eliteserien,Matchweek 16,Sat,Home,L,0,1,Molde,48.0,3235.0,Fredrik Krogstad,3-5-2,Svein Oddvar Moen,Match Report,,7.0,1.0,,0,0,2023,Stabaek
16,2023-08-06,17:00,Eliteserien,Matchweek 17,Sun,Away,L,0,4,Odd,64.0,4758.0,Fredrik Krogstad,5-3-2,Svein Sinnes,Match Report,,14.0,3.0,,0,0,2023,Stabaek
17,2023-08-20,17:00,Eliteserien,Matchweek 19,Sun,Away,L,0,1,Viking,22.0,14256.0,Nicolai Næss,3-4-3,Sivert Amland,Match Report,,13.0,2.0,,0,0,2023,Stabaek
18,2023-09-03,17:00,Eliteserien,Matchweek 21,Sun,Away,L,1,2,Strømsgodset,55.0,5149.0,Simen Wangberg,3-4-3,Ajdin Medic,Match Report,,15.0,7.0,,0,0,2023,Stabaek
19,2023-09-17,17:00,Eliteserien,Matchweek 22,Sun,Home,L,0,1,Brann,49.0,4515.0,Fredrik Krogstad,4-3-3,Marius Grøtta,Match Report,,13.0,2.0,,0,0,2023,Stabaek
20,2023-09-23,18:00,Eliteserien,Matchweek 23,Sat,Away,D,1,1,Aalesund,66.0,4562.0,Nicolai Næss,4-3-3,Mohammad Aslam,Match Report,,15.0,3.0,,0,0,2023,Stabaek
21,2023-09-30,15:00,Eliteserien,Matchweek 18,Sat,Home,L,0,1,Tromsø,57.0,3119.0,Fredrik Krogstad,4-3-3,Christian Moen,Match Report,,11.0,1.0,,0,0,2023,Stabaek
22,2023-10-04,19:00,Eliteserien,Matchweek 20,Wed,Home,W,5,2,HamKam,66.0,2710.0,Simen Wangberg,4-3-3,Daniel Higraff,Match Report,,21.0,8.0,,0,0,2023,Stabaek
23,2023-10-08,17:00,Eliteserien,Matchweek 24,Sun,Home,W,1,0,Lillestrøm,45.0,3314.0,Simen Wangberg,4-3-3,Svein Oddvar Moen,Match Report,,8.0,3.0,,0,0,2023,Stabaek
24,2023-10-22,17:00,Eliteserien,Matchweek 25,Sun,Away,D,1,1,Rosenborg,43.0,13127.0,Simen Wangberg,4-3-3,Sigurd Kringstad,Match Report,,20.0,10.0,,0,1,2023,Stabaek
25,2023-10-29,17:00,Eliteserien,Matchweek 26,Sun,Away,D,2,2,Sarpsborg 08,39.0,3676.0,Nicolai Næss,4-3-3,Jan Tennøy,Match Report,,10.0,4.0,,0,0,2023,Stabaek
26,2023-11-05,17:00,Eliteserien,Matchweek 27,Sun,Home,L,0,4,Bodø/Glimt,35.0,3707.0,Fredrik Krogstad,4-3-3,Sivert Amland,Match Report,,11.0,5.0,,0,0,2023,Stabaek
27,2023-11-12,17:00,Eliteserien,Matchweek 28,Sun,Away,D,0,0,Vålerenga,49.0,13777.0,Nicolai Næss,4-3-3,Svein Oddvar Moen,Match Report,,5.0,2.0,,0,0,2023,Stabaek
28,2023-11-26,17:00,Eliteserien,Matchweek 29,Sun,Home,W,2,1,Sandefjord,42.0,3615.0,Fredrik Krogstad,4-3-3,Rohit Saggi,Match Report,,11.0,5.0,,0,1,2023,Stabaek
29,2023-12-03,17:00,Eliteserien,Matchweek 30,Sun,Away,L,0,3,Haugesund,64.0,5061.0,Fredrik Krogstad,4-3-3,Sigurd Kringstad,Match Report,,14.0,6.0,,0,0,2023,Stabaek
0,2023-04-10,17:00,Eliteserien,Matchweek 1,Mon,Home,L,0,1,Vålerenga,47.0,6876.0,David Fällman,3-4-3,Kristoffer Hagenes,Match Report,,14.0,5.0,,0,0,2023,Aalesund
1,2023-04-16,17:00,Eliteserien,Matchweek 2,Sun,Away,L,0,1,Strømsgodset,49.0,5014.0,David Fällman,3-4-3,Daniel Higraff,Match Report,,11.0,4.0,,0,0,2023,Aalesund
2,2023-04-23,17:00,Eliteserien,Matchweek 3,Sun,Home,L,0,3,Bodø/Glimt,36.0,4950.0,David Fällman,3-5-2,Mohammad Aslam,Match Report,,7.0,2.0,,0,0,2023,Aalesund
3,2023-04-30,17:00,Eliteserien,Matchweek 4,Sun,Away,L,0,4,Sandefjord,48.0,3086.0,David Fällman,3-5-2,Ajdin Medic,Match Report,,8.0,1.0,,0,0,2023,Aalesund
4,2023-05-03,18:00,Eliteserien,Matchweek 17,Wed,Away,L,0,3,Molde,48.0,6135.0,David Fällman,3-4-3,Rohit Saggi,Match Report,,3.0,1.0,,0,0,2023,Aalesund
5,2023-05-07,17:00,Eliteserien,Matchweek 5,Sun,Home,D,0,0,Haugesund,43.0,4471.0,David Fällman,3-4-3,Ola Nilsen,Match Report,,15.0,3.0,,0,0,2023,Aalesund
6,2023-05-13,17:00,Eliteserien,Matchweek 6,Sat,Away,L,0,1,Stabæk,41.0,2602.0,David Fällman,3-4-3,Tore Hansen,Match Report,,14.0,5.0,,0,0,2023,Aalesund
7,2023-05-16,18:00,Eliteserien,Matchweek 7,Tue,Home,W,3,1,Molde,31.0,9050.0,David Fällman,3-4-3,Sivert Amland,Match Report,,13.0,7.0,,1,1,2023,Aalesund
8,2023-05-29,17:00,Eliteserien,Matchweek 8,Mon,Away,L,1,3,Sarpsborg 08,39.0,5435.0,David Fällman,3-4-3,Svein Sinnes,Match Report,,13.0,2.0,,0,0,2023,Aalesund
9,2023-06-04,17:00,Eliteserien,Matchweek 9,Sun,Home,L,1,3,Brann,31.0,5331.0,David Fällman,3-4-3,Marius Grøtta,Match Report,,6.0,3.0,,0,0,2023,Aalesund
10,2023-06-11,17:00,Eliteserien,Matchweek 10,Sun,Home,L,2,3,Tromsø,50.0,4042.0,David Fällman,3-4-3,Daniel Higraff,Match Report,,7.0,2.0,,0,0,2023,Aalesund
11,2023-07-02,17:00,Eliteserien,Matchweek 12,Sun,Home,W,1,0,Rosenborg,42.0,6209.0,David Fällman,4-3-3,Marius Lien,Match Report,,12.0,4.0,,0,0,2023,Aalesund
12,2023-07-07,19:00,Eliteserien,Matchweek 13,Fri,Away,L,1,2,HamKam,51.0,3244.0,David Fällman,4-3-3,Christian Moen,Match Report,,17.0,3.0,,0,0,2023,Aalesund
13,2023-07-16,17:00,Eliteserien,Matchweek 14,Sun,Home,L,0,3,Odd,34.0,4461.0,David Fällman,4-3-3,Rohit Saggi,Match Report,,16.0,2.0,,0,0,2023,Aalesund
14,2023-07-19,18:00,Eliteserien,Matchweek 11,Wed,Away,L,1,5,Lillestrøm,26.0,5853.0,Sten Grytebust,4-3-3,Kristoffer Hagenes,Match Report,,8.0,3.0,,0,0,2023,Aalesund
15,2023-07-24,19:00,Eliteserien,Matchweek 15,Mon,Away,L,1,3,Viking,43.0,11089.0,David Fällman,4-3-3,Svein Sinnes,Match Report,,19.0,6.0,,0,0,2023,Aalesund
16,2023-07-30,17:00,Eliteserien,Matchweek 16,Sun,Home,W,1,0,Strømsgodset,54.0,4303.0,David Fällman,4-3-3,Jan Tennøy,Match Report,,22.0,4.0,,0,0,2023,Aalesund
17,2023-08-13,17:00,Eliteserien,Matchweek 18,Sun,Home,L,0,2,HamKam,57.0,5864.0,David Fällman,4-3-3,Espen Andreas Eskås,Match Report,,18.0,3.0,,0,0,2023,Aalesund
18,2023-08-20,17:00,Eliteserien,Matchweek 19,Sun,Away,L,1,5,Brann,35.0,13317.0,David Fällman,4-3-3,Christian Moen,Match Report,,11.0,4.0,,0,0,2023,Aalesund
19,2023-08-27,19:15,Eliteserien,Matchweek 20,Sun,Away,L,0,4,Rosenborg,51.0,11020.0,David Fällman,4-3-3,Marius Lien,Match Report,,8.0,0.0,,0,0,2023,Aalesund
20,2023-09-03,17:00,Eliteserien,Matchweek 21,Sun,Home,D,1,1,Lillestrøm,46.0,4418.0,David Fällman,4-3-3,Daniel Higraff,Match Report,,16.0,5.0,,0,0,2023,Aalesund
21,2023-09-17,19:15,Eliteserien,Matchweek 22,Sun,Away,L,1,3,Vålerenga,43.0,7769.0,Sten Grytebust,4-3-3,Kai Erik Steen,Match Report,,11.0,3.0,,0,0,2023,Aalesund
22,2023-09-23,18:00,Eliteserien,Matchweek 23,Sat,Home,D,1,1,Stabæk,34.0,4562.0,Sten Grytebust,4-3-3,Mohammad Aslam,Match Report,,12.0,6.0,,0,0,2023,Aalesund
23,2023-10-08,17:00,Eliteserien,Matchweek 24,Sun,Away,W,2,1,Tromsø,43.0,4613.0,Sten Grytebust,4-3-3,Ajdin Medic,Match Report,,12.0,4.0,,1,1,2023,Aalesund
24,2023-10-22,17:00,Eliteserien,Matchweek 25,Sun,Home,W,3,2,Sarpsborg 08,38.0,4348.0,Sten Grytebust,4-3-3,Svein Sinnes,Match Report,,14.0,6.0,,1,1,2023,Aalesund
25,2023-10-28,18:00,Eliteserien,Matchweek 26,Sat,Away,L,1,6,Haugesund,47.0,5016.0,Sten Grytebust,4-1-4-1,Marius Lien,Match Report,,8.0,1.0,,0,0,2023,Aalesund
26,2023-11-06,19:00,Eliteserien,Matchweek 27,Mon,Home,L,0,3,Sandefjord,54.0,4702.0,David Fällman,4-5-1,Kristoffer Hagenes,Match Report,,18.0,5.0,,0,0,2023,Aalesund
27,2023-11-12,17:00,Eliteserien,Matchweek 28,Sun,Away,L,0,1,Bodø/Glimt,35.0,7851.0,Sten Grytebust,4-5-1,Steinar Hauge,Match Report,,7.0,2.0,,0,0,2023,Aalesund
28,2023-11-26,17:00,Eliteserien,Matchweek 29,Sun,Home,L,0,4,Viking,53.0,4630.0,Sten Grytebust,4-5-1,Sivert Amland,Match Report,,16.0,2.0,,0,0,2023,Aalesund
29,2023-12-03,17:00,Eliteserien,Matchweek 30,Sun,Away,L,1,4,Odd,40.0,3844.0,Sten Grytebust,4-5-1,Kristoffer Hagenes,Match Report,,13.0,5.0,,0,0,2023,Aalesund
0,2022-04-02,18:00,Eliteserien,Matchweek 1,Sat,Home,W,1,0,Vålerenga,57.0,6235.0,Magnus Wolff Eikrem,5-4-1,Kristoffer Hagenes,Match Report,,24.0,10.0,,0,0,2022,Molde
1,2022-04-10,18:00,Eliteserien,Matchweek 2,Sun,Away,W,3,1,Strømsgodset,49.0,3897.0,Etzaz Hussain,3-4-3,Tore Hansen,Match Report,,15.0,7.0,,0,0,2022,Molde
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Home,L,1,2,Lillestrøm,64.0,5899.0,Magnus Wolff Eikrem,3-4-3,Kai Erik Steen,Match Report,,11.0,4.0,,0,0,2022,Molde
3,2022-04-24,20:00,Eliteserien,Matchweek 4,Sun,Away,D,0,0,Rosenborg,47.0,14327.0,Magnus Wolff Eikrem,3-5-2,Espen Andreas Eskås,Match Report,,8.0,1.0,,0,0,2022,Molde
4,2022-05-07,18:00,Eliteserien,Matchweek 5,Sat,Home,L,3,4,Viking,44.0,6190.0,Magnus Wolff Eikrem,5-3-2,Kristoffer Hagenes,Match Report,,12.0,4.0,,0,0,2022,Molde
5,2022-05-11,19:00,Eliteserien,Matchweek 18,Wed,Home,W,3,0,Odd,70.0,5045.0,Magnus Wolff Eikrem,3-5-2,Svein Oddvar Moen,Match Report,,27.0,11.0,,1,1,2022,Molde
6,2022-05-16,18:00,Eliteserien,Matchweek 6,Mon,Away,W,2,0,Aalesund,49.0,10778.0,Magnus Wolff Eikrem,3-5-2,Mohammad Aslam,Match Report,,11.0,6.0,,0,0,2022,Molde
