,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
26,2022-10-23,17:00,Eliteserien,Matchweek 27,Sun,Home,W,1,0,Sandefjord,52.0,4194.0,David Fällman,5-3-2,Espen Andreas Eskås,Match Report,,8.0,2.0,,0,0,2022,Aalesund
27,2022-10-30,17:00,Eliteserien,Matchweek 28,Sun,Away,L,0,4,Kristiansund,53.0,3741.0,David Fällman,5-3-2,Marius Lien,Match Report,,8.0,2.0,,0,0,2022,Aalesund
28,2022-11-06,17:00,Eliteserien,Matchweek 29,Sun,Home,W,2,1,Lillestrøm,41.0,6902.0,David Fällman,5-3-2,Daniel Higraff,Match Report,,17.0,8.0,,0,0,2022,Aalesund
29,2022-11-13,17:00,Eliteserien,Matchweek 30,Sun,Away,D,2,2,Tromsø,43.0,3125.0,David Fällman,5-4-1,Rohit Saggi,Match Report,,7.0,4.0,,0,0,2022,Aalesund
0,2022-04-03,18:00,Eliteserien,Matchweek 1,Sun,Home,L,1,3,Sandefjord,58.0,3187.0,Kevin Krygård,4-2-3-1,Sivert Amland,Match Report,,20.0,5.0,,0,0,2022,Haugesund
1,2022-04-10,18:00,Eliteserien,Matchweek 2,Sun,Away,L,1,2,Vålerenga,47.0,6680.0,Kevin Krygård,4-2-3-1,Mohammad Aslam,Match Report,,10.0,4.0,,0,0,2022,Haugesund
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Home,L,0,1,Strømsgodset,50.0,3504.0,Kevin Krygård,4-2-3-1,Kristoffer Hagenes,Match Report,,7.0,2.0,,0,0,2022,Haugesund
3,2022-04-24,18:00,Eliteserien,Matchweek 4,Sun,Away,L,0,1,Lillestrøm,40.0,4902.0,Kevin Krygård,4-2-3-1,Rohit Saggi,Match Report,,9.0,2.0,,0,0,2022,Haugesund
4,2022-04-30,18:00,Eliteserien,Matchweek 16,Sat,Away,L,1,5,Viking,38.0,10571.0,Kevin Krygård,4-4-2,Christian Moen,Match Report,,14.0,7.0,,0,0,2022,Haugesund
5,2022-05-08,18:00,Eliteserien,Matchweek 5,Sun,Home,W,2,0,Kristiansund,38.0,3597.0,Kevin Krygård,4-3-3,Marius Lien,Match Report,,10.0,4.0,,0,0,2022,Haugesund
6,2022-05-16,18:00,Eliteserien,Matchweek 6,Mon,Away,W,4,0,Odd,30.0,7164.0,Kevin Krygård,4-3-3,Espen Andreas Eskås,Match Report,,7.0,5.0,,0,0,2022,Haugesund
7,2022-05-22,18:00,Eliteserien,Matchweek 7,Sun,Home,L,1,4,Bodø/Glimt,52.0,4514.0,Kevin Krygård,5-3-2,Svein Sinnes,Match Report,,19.0,5.0,,0,0,2022,Haugesund
8,2022-05-26,18:00,Eliteserien,Matchweek 8,Thu,Away,D,3,3,Rosenborg,41.0,11076.0,Kevin Krygård,4-4-2,Kai Erik Steen,Match Report,,9.0,5.0,,1,1,2022,Haugesund
9,2022-05-29,18:00,Eliteserien,Matchweek 9,Sun,Home,D,2,2,Aalesund,54.0,3238.0,Kevin Krygård,4-4-2,Sivert Amland,Match Report,,15.0,5.0,,0,0,2022,Haugesund
10,2022-06-19,18:00,Eliteserien,Matchweek 10,Sun,Away,D,1,1,Tromsø,49.0,2636.0,Kevin Krygård,4-4-2,Ola Nilsen,Match Report,,2.0,1.0,,1,1,2022,Haugesund
11,2022-06-25,16:00,Eliteserien,Matchweek 11,Sat,Home,W,4,2,Viking,65.0,5608.0,Kevin Krygård,4-5-1,Rohit Saggi,Match Report,,19.0,7.0,,0,0,2022,Haugesund
12,2022-07-02,16:00,Eliteserien,Matchweek 12,Sat,Away,L,0,1,Jerv,59.0,2090.0,Kevin Krygård,4-4-2,Kristoffer Hagenes,Match Report,,10.0,1.0,,0,0,2022,Haugesund
13,2022-07-10,20:00,Eliteserien,Matchweek 13,Sun,Home,D,1,1,HamKam,60.0,3662.0,Kevin Krygård,4-4-2,Tore Hansen,Match Report,,10.0,3.0,,0,0,2022,Haugesund
14,2022-07-17,18:00,Eliteserien,Matchweek 14,Sun,Away,L,0,1,Molde,41.0,5377.0,Kevin Krygård,5-4-1,Mohammad Aslam,Match Report,,6.0,1.0,,0,0,2022,Haugesund
15,2022-07-24,18:00,Eliteserien,Matchweek 15,Sun,Home,W,3,1,Sarpsborg 08,33.0,3740.0,Kevin Krygård,4-4-2,Ola Nilsen,Match Report,,11.0,7.0,,0,0,2022,Haugesund
16,2022-08-07,18:00,Eliteserien,Matchweek 17,Sun,Home,W,3,1,Jerv,48.0,3264.0,Kevin Krygård,4-4-2,Christian Moen,Match Report,,29.0,11.0,,0,0,2022,Haugesund
17,2022-08-13,16:00,Eliteserien,Matchweek 18,Sat,Away,W,2,1,Aalesund,44.0,4272.0,Kevin Krygård,5-4-1,Sivert Amland,Match Report,,14.0,7.0,,0,0,2022,Haugesund
18,2022-08-21,18:00,Eliteserien,Matchweek 19,Sun,Home,L,0,1,Molde,56.0,4159.0,Kevin Krygård,5-4-1,Marius Lien,Match Report,,13.0,5.0,,0,0,2022,Haugesund
19,2022-08-28,18:00,Eliteserien,Matchweek 20,Sun,Away,L,0,1,HamKam,71.0,4318.0,Kevin Krygård,5-3-2,Rohit Saggi,Match Report,,13.0,6.0,,0,0,2022,Haugesund
20,2022-09-04,18:00,Eliteserien,Matchweek 21,Sun,Home,W,2,1,Tromsø,47.0,3406.0,Kevin Krygård,5-3-2,Mohammad Aslam,Match Report,,9.0,7.0,,0,0,2022,Haugesund
21,2022-09-11,20:00,Eliteserien,Matchweek 22,Sun,Home,W,2,1,Rosenborg,47.0,4078.0,Kevin Krygård,5-3-2,Espen Andreas Eskås,Match Report,,4.0,3.0,,0,0,2022,Haugesund
22,2022-09-18,18:00,Eliteserien,Matchweek 23,Sun,Away,D,1,1,Bodø/Glimt,39.0,6348.0,Kevin Krygård,5-3-2,Svein Sinnes,Match Report,,11.0,3.0,,0,0,2022,Haugesund
23,2022-10-02,17:00,Eliteserien,Matchweek 24,Sun,Home,D,2,2,Odd,58.0,4019.0,Kevin Krygård,5-3-2,Kai Erik Steen,Match Report,,15.0,3.0,,0,0,2022,Haugesund
24,2022-10-08,18:00,Eliteserien,Matchweek 25,Sat,Away,L,0,4,Sarpsborg 08,50.0,4651.0,Kevin Krygård,5-3-2,Ola Nilsen,Match Report,,7.0,3.0,,0,0,2022,Haugesund
25,2022-10-16,17:00,Eliteserien,Matchweek 26,Sun,Away,W,1,0,Kristiansund,43.0,3578.0,Kevin Krygård,5-4-1,Tommy Skjerven,Match Report,,12.0,2.0,,0,0,2022,Haugesund
26,2022-10-23,17:00,Eliteserien,Matchweek 27,Sun,Home,L,0,1,Lillestrøm,51.0,4139.0,Kevin Krygård,5-4-1,Mohammad Aslam,Match Report,,8.0,4.0,,0,1,2022,Haugesund
27,2022-10-29,18:00,Eliteserien,Matchweek 28,Sat,Away,W,2,1,Strømsgodset,40.0,4742.0,Kevin Krygård,5-3-2,Marius Grøtta,Match Report,,12.0,7.0,,0,0,2022,Haugesund
28,2022-11-06,17:00,Eliteserien,Matchweek 29,Sun,Home,D,1,1,Vålerenga,47.0,4418.0,Kevin Krygård,5-3-2,Svein Sinnes,Match Report,,10.0,5.0,,0,0,2022,Haugesund
29,2022-11-13,17:00,Eliteserien,Matchweek 30,Sun,Away,D,2,2,Sandefjord,56.0,4404.0,Kevin Krygård,4-1-4-1,Tom Hagen,Match Report,,20.0,4.0,,0,0,2022,Haugesund
0,2022-04-03,18:00,Eliteserien,Matchweek 1,Sun,Away,W,1,0,Sarpsborg 08,50.0,4307.0,Veton Berisha,4-3-3,Christian Moen,Match Report,,21.0,5.0,,0,0,2022,Viking
1,2022-04-10,20:00,Eliteserien,Matchweek 2,Sun,Home,W,1,0,Aalesund,69.0,8832.0,Veton Berisha,4-3-3,Espen Andreas Eskås,Match Report,,17.0,5.0,,0,0,2022,Viking
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Away,L,1,2,Odd,50.0,4908.0,Veton Berisha,4-3-3,Sivert Amland,Match Report,,23.0,7.0,,0,0,2022,Viking
3,2022-04-24,18:00,Eliteserien,Matchweek 4,Sun,Home,W,2,0,Bodø/Glimt,37.0,15304.0,Veton Berisha,3-5-2,Tore Hansen,Match Report,,16.0,8.0,,0,0,2022,Viking
4,2022-04-30,18:00,Eliteserien,Matchweek 16,Sat,Home,W,5,1,Haugesund,62.0,10571.0,Veton Berisha,4-3-3,Christian Moen,Match Report,,20.0,10.0,,0,0,2022,Viking
5,2022-05-07,18:00,Eliteserien,Matchweek 5,Sat,Away,W,4,3,Molde,56.0,6190.0,Veton Berisha,3-4-3,Kristoffer Hagenes,Match Report,,17.0,6.0,,1,1,2022,Viking
6,2022-05-12,19:00,Eliteserien,Matchweek 18,Thu,Home,D,0,0,Strømsgodset,71.0,10110.0,Veton Berisha,4-3-3,Marius Grøtta,Match Report,,10.0,3.0,,0,0,2022,Viking
7,2022-05-16,18:00,Eliteserien,Matchweek 6,Mon,Home,W,3,0,Jerv,67.0,15500.0,Veton Berisha,4-3-3,Kai Erik Steen,Match Report,,21.0,8.0,,1,1,2022,Viking
8,2022-05-22,18:00,Eliteserien,Matchweek 7,Sun,Away,D,1,1,Tromsø,52.0,2219.0,Veton Berisha,5-3-2,Mohammad Aslam,Match Report,,13.0,5.0,,0,0,2022,Viking
9,2022-05-25,18:00,Eliteserien,Matchweek 8,Wed,Home,D,1,1,HamKam,66.0,8543.0,Veton Berisha,4-3-3,Marius Lien,Match Report,,13.0,3.0,,0,0,2022,Viking
10,2022-05-28,18:00,Eliteserien,Matchweek 9,Sat,Away,L,2,3,Strømsgodset,58.0,5124.0,Veton Berisha,4-3-3,Svein Sinnes,Match Report,,15.0,5.0,,1,1,2022,Viking
11,2022-06-19,18:00,Eliteserien,Matchweek 10,Sun,Home,L,1,2,Sandefjord,52.0,9086.0,Veton Berisha,4-3-3,Svein Oddvar Moen,Match Report,,22.0,4.0,,0,0,2022,Viking
12,2022-06-25,16:00,Eliteserien,Matchweek 11,Sat,Away,L,2,4,Haugesund,36.0,5608.0,Kristoffer Løkberg,4-4-2,Rohit Saggi,Match Report,,5.0,3.0,,1,1,2022,Viking
13,2022-07-03,20:00,Eliteserien,Matchweek 12,Sun,Home,D,1,1,Rosenborg,55.0,9221.0,Viljar Vevatne,3-5-2,Tore Hansen,Match Report,,11.0,3.0,,0,0,2022,Viking
14,2022-07-10,18:00,Eliteserien,Matchweek 13,Sun,Away,W,1,0,Lillestrøm,42.0,6964.0,Viljar Vevatne,3-5-2,Kristoffer Hagenes,Match Report,,7.0,2.0,,0,0,2022,Viking
15,2022-07-17,18:00,Eliteserien,Matchweek 14,Sun,Home,W,2,1,Kristiansund,57.0,7431.0,Viljar Vevatne,3-5-2,Kai Erik Steen,Match Report,,17.0,3.0,,1,1,2022,Viking
16,2022-07-24,18:00,Eliteserien,Matchweek 15,Sun,Away,L,2,4,Vålerenga,44.0,6432.0,Kristoffer Løkberg,3-5-2,Tom Hagen,Match Report,,9.0,3.0,,0,0,2022,Viking
17,2022-08-07,18:00,Eliteserien,Matchweek 17,Sun,Away,D,2,2,Sandefjord,56.0,5124.0,Kristoffer Løkberg,4-5-1,Marius Lien,Match Report,,18.0,5.0,,0,0,2022,Viking
18,2022-08-28,18:00,Eliteserien,Matchweek 20,Sun,Home,L,1,2,Vålerenga,51.0,9244.0,Viljar Vevatne,4-5-1,Kristoffer Hagenes,Match Report,,13.0,3.0,,0,0,2022,Viking
19,2022-08-31,19:00,Eliteserien,Matchweek 19,Wed,Away,L,1,2,Kristiansund,69.0,3536.0,Zlatko Tripić,4-3-3,Tom Hagen,Match Report,,15.0,5.0,,1,1,2022,Viking
20,2022-09-04,18:00,Eliteserien,Matchweek 21,Sun,Away,L,1,4,Rosenborg,49.0,10737.0,Zlatko Tripić,4-3-3,Ola Nilsen,Match Report,,10.0,2.0,,0,0,2022,Viking
21,2022-09-11,18:00,Eliteserien,Matchweek 22,Sun,Away,W,2,1,HamKam,44.0,4562.0,Zlatko Tripić,3-5-2,Kai Erik Steen,Match Report,,8.0,3.0,,0,0,2022,Viking
22,2022-09-18,18:00,Eliteserien,Matchweek 23,Sun,Home,D,2,2,Tromsø,47.0,9532.0,Zlatko Tripić,3-5-2,Sivert Amland,Match Report,,17.0,5.0,,0,0,2022,Viking
23,2022-10-02,17:00,Eliteserien,Matchweek 24,Sun,Away,L,1,2,Aalesund,53.0,4729.0,Zlatko Tripić,4-3-3,Mohammad Aslam,Match Report,,11.0,5.0,,1,1,2022,Viking
24,2022-10-09,17:00,Eliteserien,Matchweek 25,Sun,Home,L,0,3,Lillestrøm,53.0,12136.0,Zlatko Tripić,3-5-2,Espen Andreas Eskås,Match Report,,12.0,2.0,,0,0,2022,Viking
25,2022-10-16,17:00,Eliteserien,Matchweek 26,Sun,Home,L,0,1,Sarpsborg 08,56.0,7136.0,Zlatko Tripić,3-5-2,Marius Lien,Match Report,,14.0,2.0,,0,0,2022,Viking
26,2022-10-23,17:00,Eliteserien,Matchweek 27,Sun,Away,D,2,2,Jerv,57.0,,Zlatko Tripić,3-5-2,Ola Nilsen,Match Report,,18.0,6.0,,0,0,2022,Viking
27,2022-10-30,19:00,Eliteserien,Matchweek 28,Sun,Home,L,1,4,Molde,61.0,7937.0,Zlatko Tripić,3-5-2,Christian Moen,Match Report,,16.0,4.0,,0,0,2022,Viking
28,2022-11-06,17:00,Eliteserien,Matchweek 29,Sun,Away,L,4,5,Bodø/Glimt,35.0,6879.0,Kristoffer Løkberg,3-5-2,Ola Nilsen,Match Report,,11.0,6.0,,0,0,2022,Viking
29,2022-11-13,17:00,Eliteserien,Matchweek 30,Sun,Home,D,1,1,Odd,30.0,8065.0,Kristoffer Løkberg,3-5-2,Tommy Skjerven,Match Report,,7.0,2.0,,0,0,2022,Viking
0,2022-04-03,18:00,Eliteserien,Matchweek 1,Sun,Away,L,0,1,Jerv,67.0,2843.0,Gustav Valsvik,4-4-1-1,Svein Oddvar Moen,Match Report,,17.0,3.0,,0,0,2022,Stromsgodset
1,2022-04-10,18:00,Eliteserien,Matchweek 2,Sun,Home,L,1,3,Molde,51.0,3897.0,Gustav Valsvik,4-4-1-1,Tore Hansen,Match Report,,15.0,4.0,,0,0,2022,Stromsgodset
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Away,W,1,0,Haugesund,50.0,3504.0,Gustav Valsvik,4-3-3,Kristoffer Hagenes,Match Report,,10.0,4.0,,0,0,2022,Stromsgodset
3,2022-04-23,18:00,Eliteserien,Matchweek 4,Sat,Home,L,0,5,Sandefjord,49.0,4401.0,Gustav Valsvik,4-3-3,Svein Oddvar Moen,Match Report,,20.0,8.0,,0,0,2022,Stromsgodset
4,2022-05-08,18:00,Eliteserien,Matchweek 5,Sun,Home,W,3,0,Rosenborg,46.0,5324.0,Gustav Valsvik,4-2-3-1,Sivert Amland,Match Report,,13.0,6.0,,0,0,2022,Stromsgodset
5,2022-05-12,19:00,Eliteserien,Matchweek 18,Thu,Away,D,0,0,Viking,29.0,10110.0,Gustav Valsvik,4-3-3,Marius Grøtta,Match Report,,4.0,1.0,,0,0,2022,Stromsgodset
6,2022-05-16,18:00,Eliteserien,Matchweek 6,Mon,Away,W,3,0,Kristiansund,39.0,4002.0,Lars-Christopher Vilsvik,4-3-3,Christian Moen,Match Report,,19.0,5.0,,0,0,2022,Stromsgodset
7,2022-05-22,18:00,Eliteserien,Matchweek 7,Sun,Home,W,3,2,Vålerenga,35.0,5053.0,Gustav Valsvik,4-3-3,Marius Lien,Match Report,,11.0,6.0,,0,0,2022,Stromsgodset
8,2022-05-25,18:00,Eliteserien,Matchweek 8,Wed,Away,D,2,2,Bodø/Glimt,41.0,,Gustav Valsvik,4-3-3,Svein Oddvar Moen,Match Report,,11.0,6.0,,0,0,2022,Stromsgodset
9,2022-05-28,18:00,Eliteserien,Matchweek 9,Sat,Home,W,3,2,Viking,42.0,5124.0,Gustav Valsvik,4-3-3,Svein Sinnes,Match Report,,15.0,6.0,,0,0,2022,Stromsgodset
10,2022-06-18,16:00,Eliteserien,Matchweek 10,Sat,Away,L,1,5,Sarpsborg 08,40.0,4770.0,Gustav Valsvik,4-3-3,Sivert Amland,Match Report,,15.0,7.0,,0,0,2022,Stromsgodset
11,2022-06-26,18:00,Eliteserien,Matchweek 11,Sun,Home,W,3,0,Lillestrøm,53.0,5825.0,Gustav Valsvik,4-3-3,Tore Hansen,Match Report,,20.0,5.0,,0,0,2022,Stromsgodset
12,2022-07-03,18:00,Eliteserien,Matchweek 12,Sun,Away,L,0,1,Aalesund,54.0,4701.0,Gustav Valsvik,4-3-3,Marius Grøtta,Match Report,,13.0,3.0,,0,0,2022,Stromsgodset
13,2022-07-09,18:00,Eliteserien,Matchweek 13,Sat,Home,D,0,0,Odd,54.0,4461.0,Gustav Valsvik,4-3-3,Daniel Higraff,Match Report,,12.0,3.0,,0,0,2022,Stromsgodset
14,2022-07-24,20:00,Eliteserien,Matchweek 15,Sun,Home,D,1,1,HamKam,64.0,4538.0,Gustav Valsvik,4-3-3,Christian Moen,Match Report,,20.0,4.0,,0,0,2022,Stromsgodset
15,2022-07-31,15:30,Eliteserien,Matchweek 16,Sun,Away,L,0,3,Molde,50.0,5791.0,Gustav Valsvik,4-3-3,Ola Nilsen,Match Report,,6.0,0.0,,0,0,2022,Stromsgodset
16,2022-08-07,18:00,Eliteserien,Matchweek 17,Sun,Home,W,3,1,Sarpsborg 08,49.0,4422.0,Gustav Valsvik,4-3-3,Marius Grøtta,Match Report,,14.0,6.0,,0,0,2022,Stromsgodset
17,2022-08-21,18:00,Eliteserien,Matchweek 19,Sun,Home,W,6,0,Jerv,50.0,5342.0,Gustav Valsvik,4-3-3,Kristoffer Hagenes,Match Report,,30.0,16.0,,0,0,2022,Stromsgodset
18,2022-08-27,18:00,Eliteserien,Matchweek 20,Sat,Away,D,2,2,Sandefjord,55.0,2732.0,Gustav Valsvik,4-2-3-1,Espen Andreas Eskås,Match Report,,9.0,4.0,,0,0,2022,Stromsgodset
19,2022-08-31,19:00,Eliteserien,Matchweek 14,Wed,Away,L,0,1,Tromsø,61.0,2880.0,Gustav Valsvik,4-2-3-1,Marius Lien,Match Report,,10.0,1.0,,0,0,2022,Stromsgodset
20,2022-09-04,18:00,Eliteserien,Matchweek 21,Sun,Home,L,1,2,Aalesund,53.0,4602.0,Gustav Valsvik,4-2-3-1,Svein Sinnes,Match Report,,11.0,6.0,,0,0,2022,Stromsgodset
21,2022-09-10,18:00,Eliteserien,Matchweek 22,Sat,Away,L,1,2,Lillestrøm,39.0,4807.0,Gustav Valsvik,4-2-3-1,Kristoffer Hagenes,Match Report,,8.0,2.0,,0,0,2022,Stromsgodset
22,2022-09-18,18:00,Eliteserien,Matchweek 23,Sun,Home,W,4,1,Kristiansund,58.0,4933.0,Gustav Valsvik,4-2-3-1,Svein Oddvar Moen,Match Report,,20.0,6.0,,0,0,2022,Stromsgodset
23,2022-10-01,18:00,Eliteserien,Matchweek 24,Sat,Away,L,0,4,Vålerenga,43.0,7545.0,Gustav Valsvik,4-2-3-1,Marius Grøtta,Match Report,,8.0,2.0,,0,0,2022,Stromsgodset
24,2022-10-09,17:00,Eliteserien,Matchweek 25,Sun,Home,L,1,2,Tromsø,50.0,4698.0,Gustav Valsvik,4-2-3-1,Tore Hansen,Match Report,,15.0,4.0,,0,0,2022,Stromsgodset
25,2022-10-15,18:00,Eliteserien,Matchweek 26,Sat,Away,L,0,3,Rosenborg,42.0,,Gustav Valsvik,5-3-2,Espen Andreas Eskås,Match Report,,7.0,0.0,,0,0,2022,Stromsgodset
26,2022-10-22,18:00,Eliteserien,Matchweek 27,Sat,Away,D,1,1,HamKam,51.0,4374.0,Gustav Valsvik,5-3-2,Daniel Higraff,Match Report,,8.0,4.0,,0,0,2022,Stromsgodset
27,2022-10-29,18:00,Eliteserien,Matchweek 28,Sat,Home,L,1,2,Haugesund,60.0,4742.0,Gustav Valsvik,4-3-3,Marius Grøtta,Match Report,,28.0,14.0,,0,0,2022,Stromsgodset
28,2022-11-06,17:00,Eliteserien,Matchweek 29,Sun,Away,L,1,5,Odd,41.0,5043.0,Gustav Valsvik,4-3-3,Tore Hansen,Match Report,,5.0,3.0,,0,0,2022,Stromsgodset
29,2022-11-13,17:00,Eliteserien,Matchweek 30,Sun,Home,L,2,4,Bodø/Glimt,40.0,5887.0,Gustav Valsvik,4-3-3,Svein Oddvar Moen,Match Report,,8.0,3.0,,0,0,2022,Stromsgodset
0,2022-04-02,16:00,Eliteserien,Matchweek 1,Sat,Home,D,2,2,Lillestrøm,40.0,6500.0,Aleksander Andreassen,3-4-3,Tore Hansen,Match Report,,16.0,4.0,,0,0,2022,HamKam
1,2022-04-10,18:00,Eliteserien,Matchweek 2,Sun,Away,L,1,2,Tromsø,41.0,2181.0,Aleksander Andreassen,3-4-3,Marius Grøtta,Match Report,,6.0,1.0,,0,0,2022,HamKam
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Home,W,3,0,Sandefjord,43.0,3597.0,Aleksander Andreassen,3-4-3,Svein Sinnes,Match Report,,19.0,3.0,,0,0,2022,HamKam
3,2022-04-24,18:00,Eliteserien,Matchweek 4,Sun,Away,D,2,2,Kristiansund,37.0,3827.0,Aleksander Andreassen,3-4-3,Mohammad Aslam,Match Report,,13.0,4.0,,0,0,2022,HamKam
4,2022-05-08,20:00,Eliteserien,Matchweek 5,Sun,Home,D,0,0,Aalesund,39.0,3037.0,Aleksander Andreassen,3-4-3,Kai Erik Steen,Match Report,,7.0,2.0,,0,0,2022,HamKam
5,2022-05-16,20:00,Eliteserien,Matchweek 6,Mon,Away,D,1,1,Vålerenga,33.0,14357.0,Aleksander Andreassen,3-4-3,Sivert Amland,Match Report,,8.0,3.0,,0,0,2022,HamKam
6,2022-05-22,20:00,Eliteserien,Matchweek 7,Sun,Home,D,1,1,Rosenborg,50.0,6904.0,Aleksander Andreassen,3-4-3,Kristoffer Hagenes,Match Report,,14.0,5.0,,0,0,2022,HamKam
7,2022-05-25,18:00,Eliteserien,Matchweek 8,Wed,Away,D,1,1,Viking,34.0,8543.0,Kristian Eriksen,3-4-3,Marius Lien,Match Report,,5.0,0.0,,0,0,2022,HamKam
8,2022-05-28,16:00,Eliteserien,Matchweek 9,Sat,Home,L,1,2,Odd,37.0,3340.0,Aleksander Andreassen,5-3-2,Rohit Saggi,Match Report,,8.0,1.0,,0,0,2022,HamKam
9,2022-06-19,18:00,Eliteserien,Matchweek 10,Sun,Away,W,2,1,Jerv,37.0,2604.0,Aleksander Andreassen,5-3-2,Marius Grøtta,Match Report,,15.0,5.0,,0,0,2022,HamKam
10,2022-06-26,18:00,Eliteserien,Matchweek 11,Sun,Home,W,3,2,Sarpsborg 08,29.0,3902.0,Aleksander Andreassen,3-5-2,Espen Andreas Eskås,Match Report,,15.0,5.0,,0,0,2022,HamKam
11,2022-07-03,18:00,Eliteserien,Matchweek 12,Sun,Home,D,0,0,Molde,36.0,5018.0,Aleksander Andreassen,3-4-3,Sivert Amland,Match Report,,10.0,1.0,,0,0,2022,HamKam
12,2022-07-10,20:00,Eliteserien,Matchweek 13,Sun,Away,D,1,1,Haugesund,40.0,3662.0,Kristian Eriksen,3-4-3,Tore Hansen,Match Report,,11.0,2.0,,0,0,2022,HamKam
13,2022-07-16,18:00,Eliteserien,Matchweek 14,Sat,Home,L,0,2,Bodø/Glimt,33.0,5316.0,Aleksander Andreassen,3-4-3,Daniel Higraff,Match Report,,19.0,4.0,,0,0,2022,HamKam
14,2022-07-24,20:00,Eliteserien,Matchweek 15,Sun,Away,D,1,1,Strømsgodset,36.0,4538.0,Aleksander Andreassen,3-4-3,Christian Moen,Match Report,,12.0,5.0,,0,0,2022,HamKam
15,2022-07-30,18:00,Eliteserien,Matchweek 16,Sat,Home,L,0,1,Kristiansund,63.0,3203.0,Aleksander Andreassen,3-4-3,Svein Sinnes,Match Report,,13.0,2.0,,0,0,2022,HamKam
16,2022-08-06,18:00,Eliteserien,Matchweek 17,Sat,Away,L,1,2,Rosenborg,43.0,11387.0,Aleksander Andreassen,3-4-3,Daniel Higraff,Match Report,,7.0,2.0,,0,0,2022,HamKam
17,2022-08-14,20:00,Eliteserien,Matchweek 18,Sun,Home,D,1,1,Vålerenga,41.0,5492.0,Aleksander Andreassen,3-5-2,Tore Hansen,Match Report,,12.0,5.0,,0,0,2022,HamKam
18,2022-08-20,18:00,Eliteserien,Matchweek 19,Sat,Away,D,2,2,Bodø/Glimt,25.0,6303.0,Aleksander Andreassen,5-3-2,Marius Grøtta,Match Report,,8.0,3.0,,0,0,2022,HamKam
19,2022-08-28,18:00,Eliteserien,Matchweek 20,Sun,Home,W,1,0,Haugesund,29.0,4318.0,Aleksander Andreassen,3-5-2,Rohit Saggi,Match Report,,9.0,4.0,,0,0,2022,HamKam
20,2022-09-04,18:00,Eliteserien,Matchweek 21,Sun,Away,L,1,2,Sarpsborg 08,37.0,5238.0,Aleksander Andreassen,3-5-2,Sivert Amland,Match Report,,13.0,6.0,,0,0,2022,HamKam
21,2022-09-11,18:00,Eliteserien,Matchweek 22,Sun,Home,L,1,2,Viking,56.0,4562.0,Aleksander Andreassen,3-4-3,Kai Erik Steen,Match Report,,17.0,1.0,,0,0,2022,HamKam
22,2022-09-17,18:00,Eliteserien,Matchweek 23,Sat,Away,L,0,2,Odd,47.0,3818.0,Fredrik Sjølstad,3-4-3,Kristoffer Hagenes,Match Report,,9.0,1.0,,0,0,2022,HamKam
23,2022-10-02,17:00,Eliteserien,Matchweek 24,Sun,Home,W,2,1,Jerv,41.0,3871.0,Aleksander Andreassen,5-3-2,Marius Lien,Match Report,,18.0,6.0,,0,0,2022,HamKam
24,2022-10-09,17:00,Eliteserien,Matchweek 25,Sun,Away,L,0,5,Molde,36.0,7092.0,Aleksander Andreassen,5-4-1,Mohammad Aslam,Match Report,,8.0,1.0,,0,0,2022,HamKam
25,2022-10-16,17:00,Eliteserien,Matchweek 26,Sun,Away,D,0,0,Aalesund,38.0,4392.0,Aleksander Andreassen,5-3-2,Christian Moen,Match Report,,7.0,2.0,,0,0,2022,HamKam
26,2022-10-22,18:00,Eliteserien,Matchweek 27,Sat,Home,D,1,1,Strømsgodset,49.0,4374.0,Aleksander Andreassen,3-5-2,Daniel Higraff,Match Report,,15.0,5.0,,0,0,2022,HamKam
27,2022-10-30,17:00,Eliteserien,Matchweek 28,Sun,Away,W,2,1,Sandefjord,45.0,2744.0,Fredrik Sjølstad,3-5-2,Rohit Saggi,Match Report,,15.0,8.0,,0,0,2022,HamKam
28,2022-11-06,17:00,Eliteserien,Matchweek 29,Sun,Home,L,1,2,Tromsø,49.0,3994.0,Hasan Kuruçay,5-3-2,Tommy Skjerven,Match Report,,9.0,4.0,,0,0,2022,HamKam
29,2022-11-13,17:00,Eliteserien,Matchweek 30,Sun,Away,L,1,3,Lillestrøm,56.0,7073.0,Aleksander Andreassen,3-5-2,Marius Grøtta,Match Report,,10.0,2.0,,0,0,2022,HamKam
0,2022-04-03,18:00,Eliteserien,Matchweek 1,Sun,Away,W,3,1,Haugesund,42.0,3187.0,Sander Foss,4-3-3,Sivert Amland,Match Report,,16.0,7.0,,0,0,2022,Sandefjord
1,2022-04-10,18:00,Eliteserien,Matchweek 2,Sun,Home,L,1,2,Bodø/Glimt,46.0,4306.0,Sander Foss,4-3-3,Kai Erik Steen,Match Report,,8.0,3.0,,0,0,2022,Sandefjord
2,2022-04-18,18:00,Eliteserien,Matchweek 3,Mon,Away,L,0,3,HamKam,57.0,3597.0,Jacob Storevik,4-3-3,Svein Sinnes,Match Report,,11.0,4.0,,0,0,2022,Sandefjord
